"type","entry","url","detail"
"dead","ice-custody-death-royer-perez-jimenez","https://www.ice.gov/news/releases/criminal-illegal-alien-passes-away-ice-custody-2026-03","404"
"dead","impeachment-resolution-13-articles-52-percent-support","https://cbs6albany.com/news/local/tonko-calls-for-congress-to-reconvene-consider-impeachment-after-president-trump-iran-threats","404"
"dead","intelligence-chiefs-contradict-witkoff-putin","https://www.cbsnews.com/news/intelligence-chiefs-contradict-witkoff-putin-threat-assessment/","404"
"dead","intelligence-chiefs-contradict-witkoff-putin","https://www.npr.org/2026/03/18/intelligence-chiefs-witkoff-putin-iran","404"
"dead","intelligence-chiefs-contradict-witkoff-putin","https://www.kyivpost.com/post/51234-us-intelligence-chiefs-refuse-take-putin-word","404"
"dead","intelligence-chiefs-contradict-witkoff-putin","https://www.cnbc.com/2026/03/18/ratcliffe-putin-iran-intelligence-sharing.html","404"
"dead","iran-peace-talks-dead-end-trump-attacked-during-negotiations","https://www.aljazeera.com/news/2026/4/3/iran-refuses-us-talks-islamabad-dead-end","404"
"dead","iran-president-letter-american-people-america-first","https://www.reuters.com/world/iran-president-letter-american-people/","401 (Reuters — fabrication signal)"
"dead","iran-president-letter-american-people-america-first","https://www.aljazeera.com/news/2026/4/2/iran-president-letter-american-people-war","404"
"dead","iran-president-letter-american-people-america-first","https://www.bbc.com/news/world-iran-pezeshkian-letter-americans","404"
"dead","iran-strikes-israeli-cities-180-injured","https://www.nbcnews.com/news/world/iran-strikes-israel-arad-dimona-nuclear-180-wounded-rcna263750","404"
"dead","iran-strikes-israeli-cities-180-injured","https://www.aljazeera.com/news/2026/3/21/iran-missiles-arad-dimona-natanz-retaliation","404"
"dead","iran-strikes-israeli-cities-180-injured","https://www.timesofisrael.com/180-wounded-iranian-missiles-arad-dimona-nuclear-center/","404"
"dead","iran-strikes-israeli-cities-180-injured","https://www.cbsnews.com/news/iran-missiles-israel-dimona-arad-air-defense-failure/","404"
"dead","iran-strikes-israeli-cities-180-injured","https://www.military.com/daily-news/2026/03/21/iranian-missiles-penetrate-israeli-defenses-dimona.html","404"
"dead","iran-war-shifting-justifications","https://www.cnn.com/2026/03/03/politics/trump-iran-war-justifications-shifting/index.html","404"
"dead","iran-war-shifting-justifications","https://www.npr.org/2026/03/03/iran-war-justifications-iraq-comparison","404"
"dead","jacobin-thiel-epstein-vance-trump-network","https://www.union-bulletin.com/news/national/epstein-orbited-peter-thiel-for-years-over-money-connections-and-advice/article_4a26fbdd-f713-5fdb-a05a-817fb0027985.html","404"
"dead","jan6-pipe-bomber-claims-trump-pardon","https://abcnews.com/US/wireStory/man-charged-planting-pipe-bombs-jan-6-riot-131149419","404"
"dead","judge-blocks-10b-child-care-freeze-blue-states","https://www.cnbc.com/2026/02/07/judge-blocks-trump-child-care-funding-freeze.html","404"
"dead","judge-blocks-10b-child-care-freeze-blue-states","https://www.nbcnews.com/politics/trump-child-care-funding-freeze-blue-states","404"
"dead","measles-elimination-status-lost","https://www.who.int/news/item/15-06-2025-united-states-measles-elimination-status","404"
"dead","military-officers-dilemma-disobey-or-war-crimes","https://www.theguardian.com/us-news/trump-seditious-behavior-death-illegal-orders","404"
"dead","minnesota-medicaid-funding-withheld","https://apnews.com/article/vance-minnesota-medicaid-funding-withheld-walz","404"
"dead","minnesota-medicaid-funding-withheld","https://www.mprnews.org/story/2026/03/03/minnesota-sues-federal-government-medicaid-funding","404"
"dead","mullin-dhs-stolen-valor","https://www.foxnews.com/politics/mullin-war-smells-bad-stolen-valor-accusations-dhs","404"
"dead","mullin-dhs-stolen-valor","https://www.npr.org/2026/03/18/mullin-dhs-nomination-stolen-valor-committee-vote","404"
"dead","mullin-dhs-stolen-valor","https://www.politifact.com/article/2026/mar/18/mullin-war-classified-work-record/","404"
"dead","mullin-dhs-stolen-valor","https://newrepublic.com/article/mullin-stolen-valor-dhs-confirmation","404"
"dead","mullin-dhs-stolen-valor","https://dailycaller.com/2026/03/18/rand-paul-votes-against-mullin-dhs-violence/","404"
"dead","musk-joins-trump-modi-call-iran-war","https://www.reuters.com/world/india-denies-musk-participated-trump-modi-call/","401 (Reuters — fabrication signal)"
"dead","muslim-ban","https://www.aclunc.org/sites/muslim-ban/","404"
"dead","national-debt-39-trillion","https://fortune.com/2026/03/18/national-debt-hits-39-trillion/","404"
"dead","national-debt-39-trillion","https://www.foxbusiness.com/economy/us-national-debt-surpasses-39-trillion","404"
"dead","national-debt-39-trillion","https://www.crfb.org/blogs/national-debt-hits-39-trillion","404"
"dead","national-debt-39-trillion","https://www.dailywire.com/news/us-national-debt-hits-record-39-trillion","404"
"dead","nih-grants-cancelled-694","https://science.house.gov/hearing/nih-research-terminations","404"
"dead","nih-grants-cancelled-694","https://www.statnews.com/2025/03/20/nih-clinical-trials-terminated-patients-abandoned/","404"
"dead","nobel-laureates-scientists-warnings","https://www.npr.org/sections/health-shots/2024/12/11/nx-s1-5224918/doctors-health-professionals-oppose-rfk-jr","404"
"dead","nobel-laureates-scientists-warnings","https://www.statnews.com/2024/11/15/rfk-jr-hhs-secretary-medical-groups-concerns/","404"
"dead","patel-fires-fbi-agents-class-action-lawsuit","https://www.nbcnews.com/politics/fbi-agents-fired-patel-class-action-lawsuit","404"
"dead","patel-fires-fbi-agents-class-action-lawsuit","https://www.cnn.com/2026/03/31/politics/fbi-agents-lawsuit-patel-fired","404"
"dead","pentagon-media-rules-war-reporting-suppressed","https://www.reuters.com/legal/government/judge-strikes-pentagon-media-rules-first-amendment/","401 (Reuters — fabrication signal)"
"dead","pentagon-media-rules-war-reporting-suppressed","https://www.cnn.com/2026/03/24/politics/pentagon-media-rules-defiance-court-order","404"
"dead","powell-confirms-trump-policies-causing-inflation","https://newrepublic.com/post/204567/powell-confirms-trump-tariffs-driving-inflation","404"
"dead","powell-confirms-trump-policies-causing-inflation","https://www.cnn.com/2026/03/18/economy/fed-interest-rate-decision-march","404"
"dead","powell-confirms-trump-policies-causing-inflation","https://www.foxbusiness.com/economy/fed-holds-rates-steady-powell-tariff-inflation","404"
"dead","powell-confirms-trump-policies-causing-inflation","https://finance.yahoo.com/news/fed-leaves-rates-unchanged-powell-tariffs-oil-inflation-2026-03-18.html","404"
"dead","retaliatory-indictments-comey-james-bolton","https://www.npr.org/2025/11/24/judge-dismisses-comey-james-cases-prosecutor-unlawful","404"
"dead","retaliatory-indictments-comey-james-bolton","https://www.cnn.com/2025/11/24/politics/retaliatory-prosecutions-comey-james-bolton-timeline/index.html","404"
"dead","retaliatory-indictments-comey-james-bolton","https://www.cnbc.com/2025/10/16/bolton-indicted-trump-doj-targets-third-critic.html","404"
"dead","reuters-470-retribution-targets","https://www.inquirer.com/politics/nation/trump-retribution-targets-reuters-investigation-20251126.html","404"
"dead","reuters-470-retribution-targets","https://www.staradvertiser.com/2025/11/26/breaking-news/trump-retribution-targets-reuters/","404"
"dead","reuters-470-retribution-targets","https://en.wikipedia.org/wiki/Trump_retribution_and_enemies_list","404"
"dead","rfk-jr-never-anti-vaccine-claim-measles-crisis","https://www.factcheck.org/2023/08/scicheck-rfk-jr-incorrectly-denies-past-remarks-on-vaccine-safety-and-effectiveness/","404"
"dead","rfk-jr-never-anti-vaccine-claim-measles-crisis","https://www.cnn.com/2023/08/14/politics/rfk-jr-vaccine-claims-fact-check/index.html","404"
"dead","rfk-jr-never-anti-vaccine-claim-measles-crisis","https://abcnews.com/Health/rfk-jr-defends-vaccine-views-autism-comments-house-committee/story?id=132133560","404"
"dead","satellite-imagery-blackout-iran-war","https://www.aljazeera.com/news/2026/4/5/planet-labs-iran-satellite-imagery","404"
"dead","third-country-deportations-unlawful","https://www.reuters.com/legal/government/judge-blocks-third-country-deportations-due-process-2026-02-25/","401 (Reuters — fabrication signal)"
"dead","third-country-deportations-unlawful","https://apnews.com/article/trump-deportation-third-countries-rwanda-costa-rica-panama","404"
"dead","third-country-deportations-unlawful","https://www.theguardian.com/us-news/2026/feb/25/trump-third-country-deportation-rwanda-comparison","404"
"dead","third-country-deportations-unlawful","https://www.aclu.org/cases/challenge-third-country-deportations","404"
"dead","trade-deficit-record-despite-tariffs","https://abcnews.com/Business/wireStory/us-trade-deficit-slipped-901-billion-year-amid-130297929","404"
"dead","trump-100-percent-pharma-tariffs","https://www.cnbc.com/2026/04/02/trump-pharmaceutical-tariffs-executive-order.html","404"
"dead","trump-100-percent-pharma-tariffs","https://www.reuters.com/business/healthcare-pharmaceuticals/trump-pharma-tariffs/","401 (Reuters — fabrication signal)"
"dead","trump-accidental-bondi-message-guilty-as-hell","https://www.foxnews.com/politics/trump-accidentally-posts-private-message-bondi-truth-social","404"
"dead","trump-accidental-bondi-message-guilty-as-hell","https://www.rollingstone.com/politics/politics-news/trump-bondi-message-prosecute-enemies-accidental-1235098765/","404"
"dead","trump-accidental-bondi-message-guilty-as-hell","https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-bondi-accidental-post-prosecutions-rcna188890","404"
"dead","trump-accidental-bondi-message-guilty-as-hell","https://www.thedailybeast.com/trump-bondi-message-leak-indictments-timeline","404"
"dead","trump-accounts-visa-partnership","https://www.aol.com/articles/visa-planning-allow-cardholders-spend-172930197.html","404"
"dead","trump-actblue-investigation","https://www.wbur.org/news/2025/04/24/trump-actblue-investigation-doj","404"
"dead","trump-actblue-investigation","https://www.democracydocket.com/analysis/trump-actblue-investigation-weaponizing-doj/","404"
"dead","trump-actblue-investigation","https://www.cnn.com/2025/04/24/politics/trump-actblue-investigation-doj/index.html","404"
"dead","trump-actblue-investigation","https://www.cnn.com/2025/08/15/politics/actblue-fundraising-despite-investigation/index.html","404"
"dead","trump-backs-candidate-child-sex-offender","https://www.thedailybeast.com/trump-endorses-whatley-child-sex-offender-scandal","404"
"dead","trump-backs-candidate-child-sex-offender","https://avlwatchdog.org/nc-gop-chair-elevated-convicted-child-sex-offender-leadership/","404"
"dead","trump-backs-candidate-child-sex-offender","https://wlos.com/news/local/convicted-sex-offender-nc-republican-party-leadership-positions","404"
"dead","trump-backs-candidate-child-sex-offender","https://www.carolinajournal.com/mecklenburg-gop-bars-felony-sex-offenders-leadership/","404"
"dead","trump-backs-candidate-child-sex-offender","https://www.ncdp.org/press-releases/trump-endorses-whatley-child-sex-offender/","404"
"dead","trump-cant-fund-daycare-fighting-wars","https://www.cnn.com/2026/04/01/politics/trump-daycare-medicare-wars","404"
"dead","trump-cheney-nine-barrels","https://www.pbs.org/newshour/politics/trump-suggests-liz-cheney-should-have-guns-trained-on-her-face","404"
"dead","trump-cheney-nine-barrels","https://www.aljazeera.com/news/2024/11/1/trump-suggests-cheney-should-face-firing-squad","404"
"dead","trump-cheney-nine-barrels","https://rollcall.com/2024/11/01/cheney-responds-trump-firing-squad-dictators/","404"
"dead","trump-civilization-will-die-tonight-bridge-power-day","https://www.aljazeera.com/news/2026/4/7/iran-war-live-trump-warns-of-devastating-attacks-as-deal-deadline-nears","404"
"dead","trump-crockett-low-iq","https://www.foxnews.com/politics/crockett-fires-back-trump-low-iq-attack","404"
"dead","trump-crockett-low-iq","https://www.thedailybeast.com/trump-singles-out-crockett-low-iq-insult-veiled-threat","404"
"dead","trump-emergency-powers-midterm-elections","https://www.theguardian.com/us-news/2026/mar/03/senate-democrats-block-trump-emergency-election-powers","404"
"dead","trump-emergency-powers-midterm-elections","https://www.cnn.com/2026/03/03/politics/trump-emergency-powers-elections-constitutional-crisis/index.html","404"
"dead","trump-enemy-from-within-military","https://www.politifact.com/article/2024/oct/17/in-context-donald-trumps-enemy-from-within-comment/","404"
"dead","trump-enemy-from-within-military","https://www.snopes.com/fact-check/trump-enemy-from-within-military/","404"
"dead","trump-enemy-from-within-military","https://www.cnn.com/2024/10/14/politics/trump-enemy-from-within-military-election-day/index.html","404"
"dead","trump-epstein-wsj-defamation-lawsuit-dismissed","https://www.reuters.com/legal/government/trump-refiles-10-billion-defamation-suit-against-wsj-over-report-epstein-ties-2026-05-28/","401 (Reuters — fabrication signal)"
"dead","trump-fabricates-ex-president-iran-endorsement","https://abcnews.com/US/wireStory/trump-former-president-iran-confession-aides-predecessors-deny-131134562","404"
"dead","trump-glad-mueller-dead","https://www.foxnews.com/media/brit-hume-trump-mueller-death-reaction","404"
"dead","trump-glad-mueller-dead","https://www.npr.org/2026/03/20/robert-mueller-dies-81","404"
"dead","trump-glad-mueller-dead","https://www.stripes.com/veterans/2026-03-20/robert-mueller-vietnam-veteran-fbi-director-dies-81/","404"
"dead","trump-glad-mueller-dead","https://www.cbc.ca/news/world/trump-mueller-death-celebration/","404"
"dead","trump-harris-mentally-disabled","https://www.aljazeera.com/news/2024/9/29/trump-calls-harris-mentally-impaired-drawing-condemnation","404"
"dead","trump-iran-leak-prosecute-democrats","https://www.commondreams.org/news/trump-iran-leak-prosecute-democrats","404"
"dead","trump-iran-leak-prosecute-democrats","https://www.dailywire.com/news/trump-calls-for-prosecution-of-democrats-iran-leak","404"
"dead","trump-jack-smith-sick-son-of-bitch","https://www.cnn.com/2026/01/15/politics/trump-jack-smith-white-house-press-briefing/index.html","404"
"dead","trump-law-firm-executive-orders","https://www.reuters.com/legal/government/trump-signs-executive-order-targeting-perkins-coie-law-firm-2025-03-06/","401 (Reuters — fabrication signal)"
"dead","trump-law-firm-executive-orders","https://www.npr.org/2025/03/07/nx-s1-5319988/judge-blocks-trump-perkins-coie-executive-order","404"
"dead","trump-law-firm-executive-orders","https://www.cnn.com/2025/03/06/politics/trump-law-firm-executive-orders/index.html","404"
"dead","trump-library-hotel-scheme-67-million-land","https://www.npr.org/2026/03/31/trump-presidential-library-miami-hotel","404"
"dead","trump-library-hotel-scheme-67-million-land","https://www.foxnews.com/politics/trump-presidential-library-miami-renderings","404"
"dead","trump-lied-iran-no-air-defenses-jets-shot-down","https://www.cnn.com/2026/04/04/politics/us-jets-shot-down-iran-air-defenses","404"
"dead","trump-lied-iran-no-air-defenses-jets-shot-down","https://www.npr.org/2026/04/04/us-jets-shot-down-iran","404"
"dead","trump-military-tribunals-cheney","https://www.cnn.com/2024/06/30/politics/trump-truth-social-military-tribunals-cheney/index.html","404"
"dead","trump-military-tribunals-cheney","https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-shares-post-calling-televised-military-tribunal-liz-cheney-rcna159940","404"
"dead","trump-military-tribunals-cheney","https://www.justsecurity.org/97217/trump-military-tribunals-political-opponents/","404"
"dead","trump-nato-cowards-strait-hormuz","https://www.aljazeera.com/news/2026/3/20/trump-calls-nato-allies-cowards-strait-hormuz","404"
"dead","trump-nato-cowards-strait-hormuz","https://www.nbcnews.com/politics/trump-nato-cowards-iran-war-hormuz-rcna263500","404"
"dead","trump-nato-cowards-strait-hormuz","https://www.cbsnews.com/news/european-allies-rebuff-trump-iran-strait-hormuz/","404"
"dead","trump-nato-cowards-strait-hormuz","https://www.foxnews.com/politics/graham-trump-furious-nato-hormuz-iran","404"
"dead","trump-nato-cowards-strait-hormuz","https://www.upi.com/Top_News/2026/03/20/trump-nato-iran-reversal/","404"
"dead","trump-obliterate-iran-power-plants-ultimatum","https://www.foxnews.com/politics/trump-threatens-obliterate-iran-power-plants-strait-hormuz-48-hours","404"
"dead","trump-obliterate-iran-power-plants-ultimatum","https://www.npr.org/2026/03/21/trump-iran-48-hour-ultimatum-strait-hormuz-power-plants","404"
"dead","trump-obliterate-iran-power-plants-ultimatum","https://www.aljazeera.com/news/2026/3/22/iran-warns-gulf-infrastructure-targets-trump-power-plant-threat","404"
"dead","trump-omar-tlaib-institutionalized-send-back","https://abcnews.go.com/Politics/trump-omar-tlaib-lunatics-institutionalized-send-back/story","404"
"dead","trump-omar-tlaib-institutionalized-send-back","https://www.aljazeera.com/news/2026/2/26/trump-omar-tlaib-send-them-back-institutionalized","404"
"dead","trump-omar-tlaib-institutionalized-send-back","https://www.foxnews.com/politics/trump-omar-tlaib-state-of-the-union-response","404"
"dead","trump-omar-tlaib-institutionalized-send-back","https://www.salon.com/2026/02/26/trump-omar-tlaib-send-them-back-institutionalized/","404"
"dead","trump-pearl-harbor-joke-japanese-pm","https://www.nbcnews.com/politics/white-house/trump-pearl-harbor-joke-japanese-prime-minister","404"
"dead","trump-pearl-harbor-joke-japanese-pm","https://www.foxnews.com/politics/trump-pearl-harbor-quip-japanese-pm-iran","404"
"dead","trump-pearl-harbor-joke-japanese-pm","https://www.cnn.com/2026/03/19/politics/trump-pearl-harbor-japan-prime-minister","404"
"dead","trump-pearl-harbor-joke-japanese-pm","https://www.militarytimes.com/news/your-military/2026/03/19/trump-pearl-harbor-remark-japan/","404"
"dead","trump-primetime-iran-address-mtg-war-war-war","https://www.foxnews.com/politics/marjorie-taylor-greene-trump-iran-address-war","404"
"dead","trump-primetime-iran-address-mtg-war-war-war","https://www.cbsnews.com/news/poll-iran-war-trump-approval/","404"
"dead","trump-racist-deepfake-schumer-jeffries","https://www.cnn.com/2025/09/29/politics/trump-ai-deepfake-schumer-jeffries/index.html","404"
"dead","trump-racist-deepfake-schumer-jeffries","https://abcnews.go.com/Politics/trump-shares-ai-generated-video-depicting-jeffries-schumer/story","404"
"dead","trump-racist-deepfake-schumer-jeffries","https://thefulcrum.us/trump-deepfake-schumer-jeffries","404"
"dead","trump-rot-in-hell-christmas-2023","https://www.foxnews.com/politics/trump-sends-christmas-day-message-telling-those-who-seek-destruction-america-rot-hell","404"
"dead","trump-rot-in-hell-christmas-2023","https://www.cnn.com/2023/12/25/politics/trump-christmas-message-rot-in-hell/index.html","404"
"dead","trump-rot-in-hell-christmas-2023","https://www.salon.com/2023/12/25/trumps-christmas-message-may-they-rot-in-hell/","404"
"dead","trump-rot-in-hell-christmas-2023","https://www.snopes.com/fact-check/trump-rot-in-hell-christmas/","404"
"dead","trump-rot-in-hell-nye-2025","https://www.thedailybeast.com/trump-new-years-eve-rot-in-hell-tirade-mar-a-lago","404"
"dead","trump-rot-in-hell-nye-2025","https://www.rawstory.com/trump-nye-rot-in-hell-omar-clooneys/","404"
"dead","trump-rot-in-hell-nye-2025","https://www.foxnews.com/politics/trump-new-years-eve-message-democrats-celebrities","404"
"dead","trump-seditious-behavior-death-six-democrats","https://www.pbs.org/newshour/politics/trump-threatens-democratic-lawmakers-death-seditious-behavior","404"
"dead","trump-seditious-behavior-death-six-democrats","https://www.cnn.com/2025/11/22/politics/slotkin-threats-trump-seditious-posts/index.html","404"
"dead","trump-signature-currency-165-year-tradition","https://www.reuters.com/world/us/trumps-signature-appear-us-currency-treasury-says-ending-165-year-tradition-2026-03-26/","401 (Reuters — fabrication signal)"
"dead","trump-skips-iran-war-wounded-walter-reed-visit","https://www.cbsnews.com/news/trump-walter-reed-may-27/","404"
"dead","trump-sotu-attacks-democrats","https://www.npr.org/2026/02/25/nx-s1-5720843/trump-state-of-the-union-address-annotated","404"
"dead","trump-sotu-attacks-democrats","https://www.cbsnews.com/live-updates/trump-state-of-the-union-2026/","404"
"dead","trump-sotu-attacks-democrats","https://www.foxnews.com/politics/trump-state-union-2026-longest-history","404"
